,Invoice Date,Volume (L),Quarter,Fiscal Year,Item ID,Product,Product Type,Species,Anticoagulant,Gender
49625,2024-10-28,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49635,2024-10-29,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49644,2024-10-29,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49650,2024-10-29,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
49651,2024-10-29,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49652,2024-10-29,0.05,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
49653,2024-10-29,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49654,2024-10-29,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
49655,2024-10-29,0.1,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
49656,2024-10-29,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49657,2024-10-29,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
49658,2024-10-29,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49659,2024-10-29,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49660,2024-10-29,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
49661,2024-10-29,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49684,2024-10-29,0.015,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49712,2024-10-30,0.15000000000000002,2024Q2,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49727,2024-10-30,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49730,2024-10-30,0.03,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49754,2024-10-30,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49794,2024-10-31,0.015,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49795,2024-10-31,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49796,2024-10-31,0.05,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49797,2024-10-31,0.1,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49804,2024-10-31,0.015,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49824,2024-10-31,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49842,2024-10-31,0.015,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49846,2024-10-31,0.015,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49878,2024-11-04,0.015,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49891,2024-11-04,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49892,2024-11-04,0.2,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49925,2024-11-04,0.1,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49927,2024-11-04,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49941,2024-11-04,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49995,2024-11-04,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50008,2024-11-04,0.015,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50011,2024-11-04,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50015,2024-11-04,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50020,2024-11-04,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50023,2024-11-04,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50044,2024-11-05,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50050,2024-11-05,0.05,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50051,2024-11-05,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50052,2024-11-05,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50053,2024-11-05,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50054,2024-11-05,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
50055,2024-11-05,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50056,2024-11-05,0.1,2024Q3,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
50057,2024-11-05,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50058,2024-11-05,0.05,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50059,2024-11-05,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50060,2024-11-05,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
50061,2024-11-05,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50062,2024-11-05,0.1,2024Q3,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
50063,2024-11-05,0.05,2024Q3,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
50124,2024-11-06,0.15000000000000002,2024Q3,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50171,2024-11-06,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50197,2024-11-07,0.015,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50205,2024-11-07,0.03,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50207,2024-11-07,0.03,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50210,2024-11-07,0.09,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50211,2024-11-07,0.05,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50216,2024-11-07,0.03,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50219,2024-11-07,0.015,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50220,2024-11-07,0.015,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50242,2024-11-07,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50283,2024-11-11,0.015,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50292,2024-11-11,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50293,2024-11-11,0.2,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50319,2024-11-11,0.1,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50322,2024-11-11,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50326,2024-11-11,0.03,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50328,2024-11-11,0.03,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50330,2024-11-11,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50377,2024-11-11,0.03,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50384,2024-11-11,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50399,2024-11-11,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50407,2024-11-11,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50422,2024-11-11,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50424,2024-11-11,0.03,2024Q3,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
50429,2024-11-11,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50436,2024-11-12,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50439,2024-11-12,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50448,2024-11-12,0.05,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50449,2024-11-12,0.1,2024Q3,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
50450,2024-11-12,0.05,2024Q3,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
50451,2024-11-12,0.1,2024Q3,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
50452,2024-11-12,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
50453,2024-11-12,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50493,2024-11-13,0.15000000000000002,2024Q3,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50506,2024-11-13,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50529,2024-11-13,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50561,2024-11-14,0.03,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50567,2024-11-14,0.075,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50568,2024-11-14,0.03,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50569,2024-11-14,0.05,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50570,2024-11-14,0.1,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50577,2024-11-14,0.045,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50585,2024-11-14,0.015,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50593,2024-11-14,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50630,2024-11-18,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50631,2024-11-18,0.2,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50651,2024-11-18,0.1,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50655,2024-11-18,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50657,2024-11-18,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50662,2024-11-18,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50670,2024-11-18,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50728,2024-11-18,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50734,2024-11-18,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50735,2024-11-18,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50738,2024-11-18,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
50745,2024-11-18,0.5,2024Q3,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
50754,2024-11-18,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50756,2024-11-18,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50767,2024-11-19,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50773,2024-11-19,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
50774,2024-11-19,0.05,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50775,2024-11-19,0.05,2024Q3,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
50818,2024-11-20,0.15000000000000002,2024Q3,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50880,2024-11-21,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
50887,2024-11-21,0.03,2024Q3,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
50890,2024-11-21,0.045,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50891,2024-11-21,0.06,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50892,2024-11-21,0.1,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50897,2024-11-21,0.03,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50914,2024-11-21,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
50944,2024-11-25,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50950,2024-11-25,0.2,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50979,2024-11-25,0.1,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
50984,2024-11-25,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51002,2024-11-25,0.1,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51034,2024-11-25,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51036,2024-11-25,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51037,2024-11-25,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51042,2024-11-25,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
51053,2024-11-25,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51055,2024-11-25,0.03,2024Q3,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
51058,2024-11-25,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51066,2024-11-25,2.0,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51068,2024-11-26,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51076,2024-11-26,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51077,2024-11-26,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
51078,2024-11-26,0.05,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51079,2024-11-26,0.05,2024Q3,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
51083,2024-11-26,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51152,2024-12-02,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51153,2024-12-02,0.2,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51179,2024-12-02,0.1,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51181,2024-12-02,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51195,2024-12-02,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51216,2024-12-02,0.1,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51233,2024-12-02,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51250,2024-12-02,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51255,2024-12-02,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51256,2024-12-02,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51260,2024-12-02,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
51289,2024-12-02,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51299,2024-12-03,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51304,2024-12-03,0.05,2024Q3,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
51305,2024-12-03,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
51368,2024-12-04,0.1,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
51371,2024-12-04,0.30000000000000004,2024Q3,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51383,2024-12-04,0.1,2024Q3,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
51385,2024-12-04,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51411,2024-12-04,0.015,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51414,2024-12-04,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
51434,2024-12-05,0.015,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51440,2024-12-05,0.03,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51442,2024-12-05,0.015,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51443,2024-12-05,0.05,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51444,2024-12-05,0.1,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51447,2024-12-05,0.06,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51448,2024-12-05,0.15000000000000002,2024Q3,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51463,2024-12-05,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
51465,2024-12-05,0.015,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51501,2024-12-09,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51505,2024-12-09,0.2,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51530,2024-12-09,0.1,2024Q3,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51532,2024-12-09,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51536,2024-12-09,0.045,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51540,2024-12-09,0.03,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51546,2024-12-09,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51584,2024-12-09,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51602,2024-12-09,0.05,2024Q3,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
51609,2024-12-09,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51610,2024-12-09,0.5,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51613,2024-12-09,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
51621,2024-12-09,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51623,2024-12-09,0.03,2024Q3,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
51628,2024-12-09,0.2,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51632,2024-12-09,1.0,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51633,2024-12-09,1.0,2024Q3,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
51636,2024-12-10,0.05,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51645,2024-12-10,0.03,2024Q3,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
51652,2024-12-10,0.05,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51653,2024-12-10,0.1,2024Q3,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
51654,2024-12-10,0.05,2024Q3,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
51655,2024-12-10,0.2,2024Q3,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
51682,2024-12-10,4.0,2024Q3,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
51692,2024-12-11,0.0,2024Q3,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
